"row ID","gas","before1","before2","peak5","sum5","peak24","sum24","mean15","hour","FH","T","Q","U","peak5T","diffT","std_day","std_year","kwh","kwhpeak5","day_year","day_week","next_day_week"
"Row0",162.0,168.0,171.0,172.0,839.0,172.0,2954.0,95.27,14.0,50.0,-26.0,24.0,74.0,-47.0,-4.0,22.27,102.68,37.7158333333,39.595,13.0,3.0,4.0
"Row1",153.0,162.0,168.0,172.0,838.0,172.0,2966.0,95.41,15.0,50.0,-24.0,17.0,74.0,-47.0,-2.0,12.23,91.9,37.6066666667,39.595,13.0,3.0,4.0
"Row2",153.0,153.0,162.0,172.0,826.0,172.0,2972.0,95.53,16.0,50.0,-22.0,4.0,78.0,-42.0,-2.0,14.94,91.33,37.1766666667,39.595,13.0,3.0,4.0
"Row3",153.0,153.0,153.0,171.0,807.0,172.0,2970.0,95.62,17.0,50.0,-22.0,0.0,84.0,-35.0,0.0,13.59,95.65,32.9275,39.1225,13.0,3.0,4.0
"Row4",152.0,153.0,153.0,168.0,789.0,172.0,2971.0,95.73,18.0,50.0,-22.0,0.0,88.0,-30.0,0.0,11.52,89.32,28.3183333333,38.8158333333,13.0,3.0,4.0
"Row5",150.0,152.0,153.0,162.0,773.0,172.0,2973.0,95.84,19.0,50.0,-21.0,0.0,90.0,-26.0,-1.0,10.83,84.38,25.6725,37.7158333333,13.0,3.0,4.0
"Row6",149.0,150.0,152.0,153.0,761.0,172.0,2975.0,95.94,20.0,50.0,-19.0,0.0,89.0,-24.0,-2.0,9.48,82.32,20.2316666667,37.6066666667,13.0,3.0,4.0
"Row7",149.0,149.0,150.0,153.0,757.0,172.0,2976.0,96.04,21.0,50.0,-18.0,0.0,90.0,-22.0,-1.0,7.97,87.24,11.245,37.1766666667,13.0,3.0,4.0
"Row8",72.0,149.0,149.0,153.0,753.0,172.0,2978.0,96.14,22.0,50.0,-16.0,0.0,90.0,-22.0,-2.0,-40.81,6.13,11.0258333333,32.9275,13.0,3.0,4.0
"Row9",183.0,177.0,170.0,177.0,612.0,177.0,3008.0,92.31,10.0,40.0,-60.0,44.0,78.0,-80.0,-8.0,23.62,129.01,39.4408333333,36.0091666667,26.0,2.0,3.0
"Row10",182.0,183.0,177.0,183.0,708.0,183.0,3040.0,92.43,11.0,40.0,-52.0,82.0,71.0,-80.0,-8.0,20.92,131.24,40.7183333333,39.4408333333,26.0,2.0,3.0
"Row11",174.0,182.0,183.0,183.0,801.0,183.0,3072.0,92.51,12.0,40.0,-47.0,123.0,69.0,-79.0,-5.0,16.2,123.93,40.0925,40.7183333333,26.0,2.0,3.0
"Row12",177.0,174.0,182.0,183.0,886.0,183.0,3093.0,92.59,13.0,40.0,-39.0,127.0,67.0,-74.0,-8.0,20.35,126.49,40.5675,40.7183333333,26.0,2.0,3.0
"Row13",167.0,177.0,174.0,183.0,893.0,183.0,3117.0,92.69,14.0,30.0,-42.0,94.0,71.0,-68.0,3.0,10.87,106.42,39.7683333333,40.7183333333,26.0,2.0,3.0
"Row14",163.0,167.0,177.0,183.0,883.0,183.0,3138.0,92.78,15.0,40.0,-48.0,52.0,74.0,-60.0,6.0,7.36,100.87,39.1791666667,40.7183333333,26.0,2.0,3.0
"Row15",161.0,163.0,167.0,182.0,863.0,183.0,3152.0,92.86,16.0,40.0,-53.0,17.0,76.0,-52.0,5.0,5.86,101.57,38.2266666667,40.7183333333,26.0,2.0,3.0
"Row16",162.0,161.0,163.0,177.0,842.0,183.0,3163.0,92.92,17.0,40.0,-58.0,0.0,78.0,-53.0,5.0,6.3,103.67,36.1116666667,40.5675,26.0,2.0,3.0
"Row17",161.0,162.0,161.0,177.0,830.0,183.0,3176.0,92.99,18.0,30.0,-61.0,0.0,79.0,-58.0,3.0,4.17,100.0,32.3125,40.5675,26.0,2.0,3.0
"Row18",159.0,161.0,162.0,167.0,814.0,183.0,3187.0,93.06,19.0,30.0,-64.0,0.0,80.0,-61.0,3.0,1.8,96.01,29.175,39.7683333333,26.0,2.0,3.0
"Row19",161.0,159.0,161.0,163.0,806.0,183.0,3196.0,93.14,20.0,30.0,-64.0,0.0,83.0,-64.0,0.0,4.29,87.22,25.3933333333,39.1791666667,26.0,2.0,3.0
"Row20",161.0,161.0,159.0,162.0,804.0,183.0,3205.0,93.22,21.0,20.0,-62.0,0.0,74.0,-64.0,-2.0,2.9,66.02,21.4091666667,38.2266666667,26.0,2.0,3.0
"Row21",143.0,161.0,161.0,162.0,804.0,183.0,3214.0,93.29,22.0,20.0,-61.0,0.0,75.0,-64.0,-1.0,8.3,81.8,18.51,36.1116666667,26.0,2.0,3.0
"Row22",135.0,143.0,161.0,161.0,785.0,183.0,3267.0,93.45,23.0,10.0,-77.0,0.0,80.0,-64.0,16.0,2.52,87.24,12.5566666667,32.3125,26.0,2.0,3.0
"Row23",89.0,135.0,143.0,161.0,759.0,183.0,3320.0,93.67,24.0,10.0,-84.0,0.0,86.0,-77.0,7.0,-6.16,19.34,11.3675,29.175,26.0,2.0,3.0
"Row24",93.0,89.0,135.0,161.0,689.0,183.0,3326.0,93.75,1.0,10.0,-93.0,0.0,81.0,-84.0,9.0,-1.69,45.79,12.3033333333,25.3933333333,27.0,3.0,4.0
"Row25",89.0,93.0,89.0,161.0,621.0,183.0,3335.0,93.83,2.0,10.0,-90.0,0.0,85.0,-93.0,-3.0,-3.91,35.78,12.3608333333,21.4091666667,27.0,3.0,4.0
"Row26",85.0,89.0,93.0,143.0,549.0,183.0,3345.0,93.88,3.0,10.0,-87.0,0.0,85.0,-93.0,-3.0,-9.66,32.1,12.4183333333,18.51,27.0,3.0,4.0
"Row27",94.0,85.0,89.0,135.0,491.0,183.0,3343.0,93.94,4.0,10.0,-83.0,0.0,82.0,-93.0,-4.0,-1.1,44.38,12.3458333333,12.5566666667,27.0,3.0,4.0
"Row28",91.0,94.0,85.0,94.0,450.0,183.0,3351.0,94.03,5.0,20.0,-66.0,0.0,83.0,-93.0,-17.0,-3.07,38.83,12.3458333333,12.4183333333,27.0,3.0,4.0
"Row29",91.0,91.0,94.0,94.0,452.0,183.0,3355.0,94.1,6.0,30.0,-57.0,0.0,80.0,-93.0,-9.0,-2.3,34.72,13.5608333333,12.4183333333,27.0,3.0,4.0
"Row30",94.0,91.0,91.0,94.0,450.0,183.0,3357.0,94.16,7.0,30.0,-48.0,0.0,83.0,-90.0,-9.0,1.22,40.76,23.605,13.5608333333,27.0,3.0,4.0
"Row31",170.0,94.0,91.0,94.0,455.0,183.0,3362.0,94.25,8.0,40.0,-39.0,1.0,81.0,-87.0,-9.0,22.38,108.73,28.4266666667,23.605,27.0,3.0,4.0
"Row32",168.0,170.0,94.0,170.0,540.0,183.0,3362.0,94.34,9.0,40.0,-30.0,10.0,82.0,-83.0,-9.0,14.72,36.45,35.275,28.4266666667,27.0,3.0,4.0
"Row33",174.0,168.0,170.0,170.0,614.0,183.0,3353.0,94.43,10.0,50.0,-19.0,27.0,82.0,-66.0,-11.0,21.28,71.55,37.68,35.275,27.0,3.0,4.0
"Row34",168.0,174.0,168.0,174.0,697.0,182.0,3344.0,94.52,11.0,70.0,-10.0,24.0,86.0,-57.0,-9.0,15.46,118.7,37.93,37.68,27.0,3.0,4.0
"Row35",159.0,168.0,174.0,174.0,774.0,177.0,3330.0,94.59,12.0,70.0,-1.0,30.0,86.0,-48.0,-9.0,11.38,103.59,37.8308333333,37.93,27.0,3.0,4.0
"Row36",153.0,159.0,168.0,174.0,839.0,177.0,3315.0,94.69,13.0,70.0,9.0,31.0,88.0,-39.0,-10.0,8.13,97.68,37.3875,37.93,27.0,3.0,4.0
"Row37",148.0,153.0,159.0,174.0,822.0,174.0,3291.0,94.76,14.0,80.0,22.0,22.0,80.0,-30.0,-13.0,5.16,88.18,37.3275,37.93,27.0,3.0,4.0
"Row38",145.0,148.0,153.0,174.0,802.0,174.0,3272.0,94.76,15.0,100.0,22.0,7.0,88.0,-19.0,0.0,4.19,87.16,36.7416666667,37.93,27.0,3.0,4.0
"Row39",142.0,145.0,148.0,168.0,773.0,174.0,3254.0,94.75,16.0,100.0,23.0,2.0,96.0,-10.0,-1.0,3.05,89.23,35.6533333333,37.93,27.0,3.0,4.0
"Row40",141.0,142.0,145.0,159.0,747.0,174.0,3235.0,94.71,17.0,90.0,28.0,0.0,98.0,23.0,-5.0,3.04,80.37,32.7775,37.8308333333,27.0,3.0,4.0
"Row41",135.0,141.0,142.0,153.0,729.0,174.0,3214.0,94.68,18.0,90.0,36.0,0.0,99.0,28.0,-8.0,-2.51,72.25,29.025,37.3875,27.0,3.0,4.0
"Row42",132.0,135.0,141.0,148.0,711.0,174.0,3188.0,94.64,19.0,90.0,40.0,0.0,99.0,36.0,-4.0,-4.85,16.02,26.615,37.3275,27.0,3.0,4.0
"Row43",128.0,132.0,135.0,145.0,695.0,174.0,3161.0,94.6,20.0,80.0,50.0,0.0,99.0,40.0,-10.0,-7.07,-3.82,21.1433333333,36.7416666667,27.0,3.0,4.0
"Row44",128.0,128.0,132.0,142.0,678.0,174.0,3128.0,94.54,21.0,70.0,49.0,0.0,98.0,50.0,1.0,-7.38,-14.29,11.7133333333,35.6533333333,27.0,3.0,4.0
"Row45",76.0,128.0,128.0,141.0,664.0,174.0,3095.0,94.49,22.0,70.0,46.0,0.0,94.0,50.0,3.0,-35.23,-59.91,11.3416666667,32.7775,27.0,3.0,4.0
"Row46",70.0,76.0,128.0,135.0,599.0,174.0,3028.0,94.39,23.0,80.0,46.0,0.0,89.0,50.0,0.0,-38.48,-62.68,11.2425,29.025,27.0,3.0,4.0
"Row47",153.0,151.0,150.0,155.0,753.0,159.0,2971.0,79.75,21.0,90.0,-27.0,0.0,69.0,-27.0,0.0,0.51,83.5,22.9608333333,38.0733333333,334.0,2.0,3.0
"Row48",156.0,153.0,151.0,155.0,756.0,159.0,2979.0,79.92,22.0,90.0,-31.0,0.0,68.0,-27.0,4.0,47.23,101.35,20.845,34.6066666667,334.0,2.0,3.0
"Row49",156.0,156.0,153.0,156.0,765.0,159.0,3066.0,80.19,23.0,90.0,-35.0,0.0,65.0,-31.0,4.0,40.72,104.07,10.2733333333,29.6716666667,334.0,2.0,3.0
"Row50",88.0,156.0,156.0,156.0,766.0,159.0,3141.0,80.47,24.0,80.0,-37.0,0.0,67.0,-35.0,2.0,-5.52,29.65,10.1691666667,26.2383333333,334.0,2.0,3.0
"Row51",89.0,88.0,156.0,156.0,704.0,159.0,3164.0,80.6,1.0,90.0,-45.0,0.0,66.0,-37.0,8.0,-6.56,34.91,13.9108333333,24.305,335.0,3.0,4.0
"Row52",105.0,89.0,88.0,156.0,642.0,159.0,3186.0,80.72,2.0,90.0,-48.0,0.0,66.0,-45.0,3.0,-5.55,52.25,13.9275,22.9608333333,335.0,3.0,4.0
"Row53",124.0,105.0,89.0,156.0,594.0,159.0,3200.0,80.85,3.0,90.0,-48.0,0.0,69.0,-48.0,0.0,2.63,74.39,12.7133333333,20.845,335.0,3.0,4.0
"Row54",121.0,124.0,105.0,156.0,562.0,159.0,3221.0,81.0,4.0,100.0,-52.0,0.0,69.0,-48.0,4.0,-5.36,67.44,10.0216666667,13.9275,335.0,3.0,4.0
"Row55",82.0,121.0,124.0,124.0,527.0,159.0,3239.0,81.14,5.0,100.0,-58.0,0.0,69.0,-52.0,6.0,-29.03,25.78,14.5708333333,13.9275,335.0,3.0,4.0
"Row56",119.0,82.0,121.0,124.0,521.0,159.0,3238.0,81.21,6.0,100.0,-60.0,0.0,71.0,-58.0,2.0,2.36,65.16,15.3241666667,14.5708333333,335.0,3.0,4.0
"Row57",129.0,119.0,82.0,124.0,551.0,159.0,3265.0,81.36,7.0,110.0,-61.0,0.0,71.0,-60.0,1.0,1.18,76.8,22.8458333333,15.3241666667,335.0,3.0,4.0
"Row58",187.0,129.0,119.0,129.0,575.0,159.0,3287.0,81.54,8.0,110.0,-63.0,3.0,69.0,-61.0,2.0,19.28,122.88,27.545,22.8458333333,335.0,3.0,4.0
"Row59",174.0,187.0,129.0,187.0,638.0,187.0,3315.0,81.8,9.0,100.0,-61.0,14.0,68.0,-63.0,-2.0,1.94,115.69,33.5433333333,27.545,335.0,3.0,4.0
"Row60",177.0,174.0,187.0,187.0,691.0,187.0,3346.0,81.99,10.0,110.0,-58.0,38.0,62.0,-63.0,-3.0,4.49,122.09,38.1025,33.5433333333,335.0,3.0,4.0
"Row61",178.0,177.0,174.0,187.0,786.0,187.0,3371.0,82.2,11.0,110.0,-54.0,65.0,62.0,-63.0,-4.0,7.17,130.48,39.4708333333,38.1025,335.0,3.0,4.0
"Row62",180.0,178.0,177.0,187.0,845.0,187.0,3394.0,82.42,12.0,110.0,-50.0,86.0,58.0,-63.0,-4.0,9.06,139.2,40.1975,39.4708333333,335.0,3.0,4.0
"Row63",177.0,180.0,178.0,187.0,896.0,187.0,3421.0,82.62,13.0,100.0,-50.0,55.0,57.0,-63.0,0.0,7.79,135.07,40.1875,40.1975,335.0,3.0,4.0
"Row64",163.0,177.0,180.0,180.0,886.0,187.0,3444.0,82.92,14.0,110.0,-48.0,35.0,55.0,-61.0,-2.0,-0.24,114.55,39.1383333333,40.1975,335.0,3.0,4.0
"Row65",174.0,163.0,177.0,180.0,875.0,187.0,3465.0,83.2,15.0,110.0,-52.0,11.0,54.0,-58.0,4.0,10.12,126.25,39.2866666667,40.1975,335.0,3.0,4.0
"Row66",171.0,174.0,163.0,180.0,872.0,187.0,3485.0,83.5,16.0,110.0,-56.0,1.0,57.0,-54.0,4.0,5.26,120.72,36.7491666667,40.1975,335.0,3.0,4.0
"Row67",172.0,171.0,174.0,180.0,865.0,187.0,3506.0,83.78,17.0,110.0,-58.0,0.0,57.0,-56.0,2.0,4.49,125.28,33.2108333333,40.1975,335.0,3.0,4.0
"Row68",154.0,172.0,171.0,177.0,857.0,187.0,3531.0,84.08,18.0,120.0,-62.0,0.0,60.0,-58.0,4.0,-11.4,101.48,27.5341666667,40.1875,335.0,3.0,4.0
"Row69",140.0,154.0,172.0,174.0,834.0,187.0,3530.0,84.26,19.0,110.0,-64.0,0.0,64.0,-62.0,2.0,-26.63,82.89,24.2025,39.2866666667,335.0,3.0,4.0
"Row70",201.0,140.0,154.0,174.0,811.0,187.0,3520.0,84.41,20.0,90.0,-68.0,0.0,65.0,-64.0,4.0,38.0,125.87,19.4241666667,39.2866666667,335.0,3.0,4.0
"Row71",140.0,201.0,140.0,201.0,838.0,201.0,3570.0,84.71,21.0,80.0,-68.0,0.0,70.0,-68.0,0.0,-26.52,69.93,10.4491666667,36.7491666667,335.0,3.0,4.0
"Row72",122.0,140.0,201.0,201.0,807.0,201.0,3557.0,84.84,22.0,80.0,-66.0,0.0,70.0,-68.0,-2.0,1.15,52.62,10.2158333333,33.2108333333,335.0,3.0,4.0
"Row73",77.0,122.0,140.0,201.0,757.0,201.0,3523.0,84.91,23.0,80.0,-65.0,0.0,70.0,-68.0,-1.0,-49.24,3.32,9.42083333333,27.5341666667,335.0,3.0,4.0
"Row74",87.0,77.0,122.0,201.0,680.0,201.0,3444.0,84.91,24.0,70.0,-66.0,0.0,72.0,-68.0,1.0,-16.14,14.63,9.62833333333,24.2025,335.0,3.0,4.0
"Row75",89.0,87.0,77.0,201.0,627.0,201.0,3443.0,85.03,1.0,70.0,-68.0,0.0,71.0,-68.0,2.0,-14.59,18.48,13.5316666667,19.4241666667,336.0,4.0,5.0
"Row76",110.0,89.0,87.0,140.0,515.0,201.0,3443.0,85.13,2.0,70.0,-71.0,0.0,77.0,-68.0,3.0,-8.75,46.57,13.7816666667,13.5316666667,336.0,4.0,5.0
"Row77",129.0,110.0,89.0,122.0,485.0,201.0,3448.0,85.24,3.0,70.0,-73.0,0.0,86.0,-71.0,2.0,0.62,68.16,12.58,13.7816666667,336.0,4.0,5.0
"Row78",125.0,129.0,110.0,129.0,492.0,201.0,3453.0,85.37,4.0,60.0,-73.0,0.0,88.0,-73.0,0.0,-7.53,65.56,9.81833333333,13.7816666667,336.0,4.0,5.0
"Row79",87.0,125.0,129.0,129.0,540.0,201.0,3457.0,85.5,5.0,50.0,-70.0,0.0,88.0,-73.0,-3.0,-29.8,14.78,14.22,13.7816666667,336.0,4.0,5.0
"Row80",118.0,87.0,125.0,129.0,540.0,201.0,3462.0,85.59,6.0,60.0,-70.0,0.0,85.0,-73.0,0.0,-2.52,48.54,14.5933333333,14.22,336.0,4.0,5.0
"Row81",134.0,118.0,87.0,129.0,569.0,201.0,3461.0,85.72,7.0,50.0,-67.0,0.0,79.0,-73.0,-3.0,3.02,59.55,21.13,14.5933333333,336.0,4.0,5.0
"Row82",177.0,134.0,118.0,134.0,593.0,201.0,3466.0,85.89,8.0,40.0,-67.0,0.0,85.0,-73.0,0.0,4.24,102.81,26.8341666667,21.13,336.0,4.0,5.0
"Row83",184.0,177.0,134.0,177.0,641.0,201.0,3456.0,86.14,9.0,40.0,-65.0,9.0,85.0,-73.0,-2.0,8.11,106.27,31.5258333333,26.8341666667,336.0,4.0,5.0
"Row84",173.0,184.0,177.0,184.0,700.0,201.0,3466.0,86.39,10.0,40.0,-63.0,22.0,83.0,-70.0,-2.0,-1.86,115.39,35.5225,31.5258333333,336.0,4.0,5.0
"Row85",179.0,173.0,184.0,184.0,786.0,201.0,3462.0,86.61,11.0,50.0,-61.0,34.0,80.0,-70.0,-2.0,5.74,132.54,38.1933333333,35.5225,336.0,4.0,5.0
"Row86",176.0,179.0,173.0,184.0,847.0,201.0,3463.0,86.85,12.0,50.0,-62.0,36.0,82.0,-67.0,1.0,3.53,129.93,39.6975,38.1933333333,336.0,4.0,5.0
"Row87",173.0,176.0,179.0,184.0,889.0,201.0,3459.0,87.08,13.0,30.0,-58.0,36.0,83.0,-67.0,-4.0,2.86,126.89,40.6283333333,39.6975,336.0,4.0,5.0
"Row88",161.0,173.0,176.0,184.0,885.0,201.0,3455.0,87.32,14.0,40.0,-57.0,29.0,80.0,-65.0,-1.0,-2.44,116.49,39.8291666667,40.6283333333,336.0,4.0,5.0
"Row89",167.0,161.0,173.0,179.0,862.0,201.0,3453.0,87.53,15.0,40.0,-58.0,17.0,83.0,-63.0,1.0,3.05,119.92,39.7533333333,40.6283333333,336.0,4.0,5.0
"Row90",168.0,167.0,161.0,179.0,856.0,201.0,3446.0,87.73,16.0,30.0,-67.0,1.0,84.0,-62.0,9.0,2.99,123.42,38.5275,40.6283333333,336.0,4.0,5.0
"Row91",168.0,168.0,167.0,176.0,845.0,201.0,3443.0,87.94,17.0,20.0,-62.0,0.0,83.0,-67.0,-5.0,2.12,123.08,33.9375,40.6283333333,336.0,4.0,5.0
"Row92",178.0,168.0,168.0,173.0,837.0,201.0,3439.0,88.14,18.0,20.0,-57.0,0.0,81.0,-67.0,-5.0,14.73,127.6,28.91,40.6283333333,336.0,4.0,5.0
"Row93",162.0,178.0,168.0,178.0,842.0,201.0,3463.0,88.38,19.0,30.0,-57.0,0.0,80.0,-67.0,0.0,-1.35,113.49,24.8283333333,39.8291666667,336.0,4.0,5.0
"Row94",157.0,162.0,178.0,178.0,843.0,201.0,3485.0,88.59,20.0,20.0,-59.0,0.0,79.0,-67.0,2.0,-2.53,87.64,22.6608333333,39.7533333333,336.0,4.0,5.0
"Row95",160.0,157.0,162.0,178.0,833.0,184.0,3441.0,88.78,21.0,10.0,-61.0,0.0,80.0,-67.0,2.0,-2.66,76.88,21.505,38.5275,336.0,4.0,5.0
"Row96",162.0,160.0,157.0,178.0,825.0,184.0,3461.0,88.99,22.0,10.0,-69.0,0.0,86.0,-62.0,8.0,45.61,96.98,18.9725,33.9375,336.0,4.0,5.0
"Row97",162.0,162.0,160.0,178.0,819.0,184.0,3501.0,89.27,23.0,0.0,-67.0,0.0,85.0,-69.0,-2.0,42.2,97.52,11.125,28.91,336.0,4.0,5.0
"Row98",94.0,162.0,162.0,162.0,803.0,184.0,3586.0,89.56,24.0,0.0,-90.0,0.0,88.0,-69.0,23.0,-3.18,16.02,11.9691666667,24.8283333333,336.0,4.0,5.0
"Row99",91.0,94.0,162.0,162.0,735.0,184.0,3593.0,89.7,1.0,10.0,-90.0,0.0,89.0,-90.0,0.0,-5.29,17.96,15.5375,22.6608333333,337.0,5.0,6.0
"Row100",83.0,91.0,94.0,162.0,669.0,184.0,3595.0,89.82,2.0,20.0,-84.0,0.0,88.0,-90.0,-6.0,-29.14,10.69,15.63,21.505,337.0,5.0,6.0
"Row101",119.0,83.0,91.0,162.0,592.0,184.0,3568.0,89.86,3.0,10.0,-71.0,0.0,88.0,-90.0,-13.0,-2.09,53.99,14.355,18.9725,337.0,5.0,6.0
"Row102",125.0,119.0,83.0,162.0,549.0,184.0,3558.0,89.99,4.0,20.0,-74.0,0.0,88.0,-90.0,3.0,0.09,57.21,12.08,15.63,337.0,5.0,6.0
"Row103",103.0,125.0,119.0,125.0,512.0,184.0,3558.0,90.14,5.0,20.0,-80.0,0.0,88.0,-90.0,6.0,-6.3,26.57,15.1366666667,15.63,337.0,5.0,6.0
"Row104",82.0,103.0,125.0,125.0,521.0,184.0,3574.0,90.28,6.0,20.0,-92.0,0.0,87.0,-90.0,12.0,-29.51,7.53,15.7083333333,15.63,337.0,5.0,6.0
"Row105",122.0,82.0,103.0,125.0,512.0,184.0,3538.0,90.31,7.0,30.0,-78.0,0.0,88.0,-92.0,-14.0,0.35,49.28,21.3466666667,15.7083333333,337.0,5.0,6.0
"Row106",210.0,122.0,82.0,125.0,551.0,184.0,3526.0,90.45,8.0,20.0,-77.0,1.0,86.0,-92.0,-1.0,44.31,141.22,26.5775,21.3466666667,337.0,5.0,6.0
"Row107",175.0,210.0,122.0,210.0,642.0,210.0,3559.0,90.79,9.0,20.0,-57.0,22.0,85.0,-92.0,-20.0,7.01,90.96,31.0408333333,26.5775,337.0,5.0,6.0
"Row108",180.0,175.0,210.0,210.0,692.0,210.0,3550.0,91.02,10.0,30.0,-56.0,28.0,83.0,-92.0,-1.0,14.09,72.47,34.9816666667,31.0408333333,337.0,5.0,6.0
"Row109",163.0,180.0,175.0,210.0,769.0,210.0,3557.0,91.26,11.0,40.0,-40.0,61.0,81.0,-92.0,-16.0,-1.81,52.89,36.4625,34.9816666667,337.0,5.0,6.0
"Row110",167.0,163.0,180.0,210.0,850.0,210.0,3541.0,91.46,12.0,40.0,-36.0,54.0,81.0,-78.0,-4.0,3.45,43.99,37.4283333333,36.4625,337.0,5.0,6.0
"Row111",166.0,167.0,163.0,210.0,895.0,210.0,3532.0,91.68,13.0,40.0,-29.0,42.0,78.0,-77.0,-7.0,4.94,130.59,37.6375,37.4283333333,337.0,5.0,6.0
"Row112",161.0,166.0,167.0,180.0,851.0,210.0,3525.0,91.9,14.0,30.0,-24.0,16.0,78.0,-57.0,-5.0,6.83,119.56,37.285,37.6375,337.0,5.0,6.0
"Row113",151.0,161.0,166.0,180.0,837.0,210.0,3525.0,92.11,15.0,50.0,-28.0,11.0,84.0,-56.0,4.0,-4.1,111.89,36.27,37.6375,337.0,5.0,6.0
"Row114",155.0,151.0,161.0,167.0,808.0,210.0,3509.0,92.3,16.0,40.0,-37.0,1.0,85.0,-40.0,9.0,-0.93,114.21,34.4608333333,37.6375,337.0,5.0,6.0
"Row115",154.0,155.0,151.0,167.0,800.0,210.0,3496.0,92.51,17.0,40.0,-39.0,0.0,84.0,-37.0,2.0,-2.46,115.23,31.3541666667,37.6375,337.0,5.0,6.0
"Row116",150.0,154.0,155.0,166.0,787.0,210.0,3482.0,92.7,18.0,30.0,-31.0,0.0,87.0,-39.0,-8.0,-3.9,109.54,26.9066666667,37.6375,337.0,5.0,6.0
